,CURRÍCULO,CITAÇÕES,AUTORES,TÍTULO,REVISTA,LOCAL,VOLUME,PÁGINAS,ANO_PUB,DOI
3784,Silvane Maria Fonseca Murta,  84,"['COELHO, GLEICEKELLY SILVA', 'ANDRADE, JOSIMARA SOUZA', 'XAVIER, VIVIANE FLORES', 'SALES, POLICARPO ADEMAR', 'DE ARAUJO, BARBARA CAROLINE RODRIGUES', 'FONSECA, KÁTIA DA SILVA', 'CAETANO, MELISSA SOARES', 'MURTA, SILVANE MARIA FONSECA', 'DE ABREU VIEIRA, PAULA MELO', 'CARNEIRO, CLAUDIA MARTINS', 'TAYLOR, JASON GUY']","Design, Synthesis, Molecular Modelling and In Vitro Evaluation of Tricyclic Coumarins Against Trypanosoma Cruzi",Chemical Biology & Drug Design,,93,337-350,2019,
3785,Silvane Maria Fonseca Murta,,"['RIBEIRO, CHRISTIANA VARGAS', 'ROCHA, BRUNA FONTE BOA', 'MOREIRA, DOUGLAS DE SOUZA', 'PERUHYPE-MAGALHÃES, VANESSA', 'MURTA, SILVANE MARIA FONSECA']",Mannosyltransferase (GPI-14) overexpression protects promastigote and amastigote forms of Leishmania braziliensis against trivalent antimony,Parasites & Vectors,,12,60,2019,
3786,Silvane Maria Fonseca Murta,,"['SILVA, BIANCA N.M.', 'SALES JUNIOR, POLICARPO A.', 'Romanha, Alvaro J.', 'MURTA, SILVANE M.F.', 'LIMA, CAMILO H.S.', 'ALBUQUERQUE, MAGALY G.', ""D'ELIA, ELIANE"", 'RODRIGUES, JOSÉ G.A.', 'FERREIRA, VITOR F.', 'SILVA, FERNANDO C.', 'PINTO, ANGELO C.', 'SILVA, BÁRBARA V.']","Synthesis of New Thiosemicarbazones and Semicarbazones Containing the 1,2,3-1H-triazole-isatin Scaffold: Trypanocidal, Cytotoxicity, Electrochemical Assays, and Molecular Docking",Medicinal Chemistry,,15,240-256,2019,
3787,Silvane Maria Fonseca Murta,,"['BAY, MÁRCIA', 'DE OLIVEIRA, JOÃO VITOR SOUSA', 'SALES JUNIOR, POLICARPO ADEMAR', 'MURTA, SILVANE MARIA FONSECA', 'DOS SANTOS, ANDERSON ROGÉRIO', 'BASTOS, IVANILDES DOS SANTOS', 'ORLANDI, PATRÍCIA PUCCINELLI', 'DE SOUSA JUNIOR, PAULO TEIXEIRA']",In vitro Trypanocidal and Antibacterial Activities of Essential Oils from Four Species of the Family Annonaceae,CHEMISTRY & BIODIVERSITY,,16,16(11):e190,2019,
3788,Silvane Maria Fonseca Murta,,"['SALES JUNIOR, POLICARPO ADEMAR', 'ZANI, CARLOS LEOMAR', 'DE SIQUEIRA, EZEQUIAS PESSOA', 'KOHLHOFF, MARKUS', 'MARQUES, FÁTIMA REGINA', 'CALDEIRA, ALISSON SAMUEL PORTES', 'COTA, BETÂNIA BARROS', 'MAIA, DANIELA NABAK BUENO', 'TUNES, LUIZA GUIMARÃES', 'MURTA, SILVANE MARIA FONSECA', 'ALVES, TÂNIA MARIA ALMEIDA']",Trypanocidal Trixikingolides From Trixis Vauthieri,NATURAL PRODUCT RESEARCH,,18,1-9,2019,
3789,Silvane Maria Fonseca Murta,,"['OGAKI, MAYARA B.', 'COELHO, LÍVIA C.', 'VIEIRA, ROSEMARY', 'NETO, ARTHUR A.', 'ZANI, CARLOS L.', 'ALVES, TÂNIA M. A.', 'JUNIOR, POLICARPO A. S.', 'Murta, Silvane M. F.', 'BARBOSA, EMERSON C.', 'OLIVEIRA, JAQUELLINE G.', 'CERAVOLO, ISABELA P.', 'PEREIRA, PATRÍCIA O.', 'COTA, BETANIA B.', 'VIANA, ROBERTA O.', 'ALVES, VIVIANE S.', 'ROSA, LUIZ H.']","Cultivable fungi present in deep-sea sediments of Antarctica: taxonomy, diversity, and bioprospecting of bioactive compounds",EXTREMOPHILES,,-,1-12,2019,
3790,Silvane Maria Fonseca Murta,,"['CREPALDI, FREDERICO', 'DE TOLEDO, JULIANO SIMÕES', 'DO CARMO, ANDERSON OLIVEIRA', 'FERREIRA MARQUES MACHADO, LEOPOLDO', 'DE BRITO, DANIELA DINIZ VIANA', 'SERUFO, ANGELA VIEIRA', 'ALMEIDA, ANA PAULA MARTINS', 'DE OLIVEIRA, LEANDRO GONZAGA', 'RICOTTA, TIAGO QUEIROGA NERY', 'MOREIRA, DOUGLAS DE SOUZA', 'MURTA, SILVANE MARIA FONSECA', 'DINIZ, ARIANE BARROS', 'MENEZES, GUSTAVO BATISTA', 'LÓPEZ-GONZÁLVEZ, ÁNGELES', 'BARBAS, CORAL', 'FERNANDES, ANA PAULA']",Mapping Alterations Induced by Long-Term Axenic Cultivation of Leishmania amazonensis Promastigotes With a Multiplatform Metabolomic Fingerprint Approach,Frontiers in Cellular and Infection Microbiology,,9,1 (article 403)-22,2019,
3791,Silvane Maria Fonseca Murta,,"['GOMES, ELDON C. Q.', 'GODINHO, VALÉRIA M.', 'SILVA, DÉBORA A. S.', 'DE PAULA, MARIA T. R.', 'VITORELI, GISLAINE A.', 'ZANI, CARLOS L.', 'ALVES, TÂNIA M. A.', 'JUNIOR, POLICARPO A. S.', 'Murta, Silvane M. F.', 'BARBOSA, EMERSON C.', 'OLIVEIRA, JAQUELLINE G.', 'OLIVEIRA, FABIO S.', 'CARVALHO, CAMILA R.', 'FERREIRA, MARIANA C.', 'ROSA, CARLOS A.', 'ROSA, LUIZ H.']","Cultivable fungi present in Antarctic soils: taxonomy, phylogeny, diversity, and bioprospecting of antiparasitic and herbicidal metabolites",EXTREMOPHILES,,13,-,2018,
3792,Silvane Maria Fonseca Murta,,"['MOREIRA, DOUGLAS DE SOUZA', 'DUARTE, ANA PAULA', 'PAIS, FABIANO SVIATOPOLK MIRSKY', 'SILVA-PEREIRA, ROSIANE APARECIDA DA', 'ROMANHA, Alvaro José', 'SCHENKMAN, SERGIO', 'MURTA, SILVANE MARIA FONSECA']",Overexpression of eukaryotic initiation factor 5A (eIF5A) affects susceptibility to benznidazole in Trypanosoma cruzi populations,Memórias do Instituto Oswaldo Cruz,,113,e180162,2018,
3793,Silvane Maria Fonseca Murta,,"['SANTI, ANA MARIA MURTA', 'LANZA, JULIANE SOUSA', 'TUNES, LUIZA GUIMARÃES', 'FIUZA, JACQUELINE ARAÚJO', 'ROY, GAÉTAN', 'ORFANÓ, ALESSANDRA DA SILVA', 'DE CARVALHO, ANDRÉA TEIXEIRA', 'FRÉZARD, FRÉDÉRIC', 'BARROS, ANDRÉ LUÍS BRANCO DE', 'MURTA, SILVANE MARIA FONSECA', 'DO MONTE-NETO, RUBENS LIMA']",Growth arrested live-attenuated Leishmania infantum KHARON1 null mutants display cytokinesis defect and protective immunity in mice,Scientific Reports,,8,11627,2018,
3794,Silvane Maria Fonseca Murta,,"['GOMES PASSOS SILVA, DANIELLE DA SILVA', 'SANTOS, SELMA', 'NARDELLI, SHEILA C.', 'MENDES, ISABELA CECÍLIA', 'FREIRE, ANNA CLÁUDIA GUIMARÃES', 'REPOLÊS, BRUNO MARÇAL', 'RESENDE, BRUNO CARVALHO', 'COSTA-SILVA, HÉLLIDA MARINA DA', 'SILVA, VERÔNICA SANTANA', 'OLIVEIRA, KARLA ANDRADE DE', 'OLIVEIRA, CAMILA FRANCO BATISTA', 'VILELA, LIZA FIGUEIREDO FELICORI', 'NAGEM, RONALDO ALVES PINTO', 'FRANCO, GLÓRIA REGINA', 'MACEDO, ANDREA MARA', 'PENA, SERGIO DANILO JUNHO', 'TAHARA, ERICH BIRELLI SALES', 'JUNIOR, POLICARPO ADEMAR', 'MOREIRA, DOUGLAS SOUZA', 'TEIXEIRA, SANTUZA MARIA RIBEIRO', 'MCCULLOCH, RICHARD', 'VIRGILIO, STELA', 'TOSI, LUIZ RICARDO ORSINI', 'SCHENKMAN, SERGIO', 'ANDRADE, LUCIANA OLIVEIRA', ', et al ']",The in vivo and in vitro roles of Trypanosoma cruzi Rad51 in the repair of DNA double strand breaks and oxidative lesions,PLoS Neglected Tropical Diseases,,12,e0006875,2018,
3795,Silvane Maria Fonseca Murta,,"['MOREIRA, DOUGLAS DE SOUZA', 'XAVIER, MARIANA VIEIRA', 'MURTA/, SILVANE MARIA FONSECA']",Ascorbate peroxidase overexpression protects Leishmania braziliensis against trivalent antimony effects,Memórias do Instituto Oswaldo Cruz,,113,e180377,2018,
3796,Silvane Maria Fonseca Murta,,"['FONSECA, MAISA S.', 'COMINI, MARCELO A.', 'RESENDE, BETHÂNIA V.', 'SANTI, ANA MARIA M.', 'ZOBOLI, ANTÔNIO P.', 'MOREIRA, DOUGLAS S.', 'MURTA, SILVANE M.F.']",Ornithine decarboxylase or gamma-glutamylcysteine synthetase overexpression protects Leishmania (Vianna) guyanensis against antimony,Experimental Parasitology,,175,36-43,2017,
3797,Silvane Maria Fonseca Murta,,"['FEHELBERG PINTO BRAGA, SAULO', 'CARVALHO MARTINS, LUAN', 'BARBOSA DA SILVA, ELANY', 'ADEMAR SALES JÚNIOR, POLICARPO', 'MARIA FONSECA MURTA, SILVANE', 'JOSÉ ROMANHA, ALVARO', 'WAI TUCK, SOH', 'BRANDSTETTER, HANS', 'SALGADO FERREIRA, RAFAELA', 'BARBOSA DE OLIVEIRA, RENATA']",Synthesis and Biological Evaluation of Potential Inhibitors of the Cysteine Proteases Cruzain and Rhodesain Designed by Molecular Simplification,Bioorganic & Medicinal Chemistry (Print),,30,50,2017,
3798,Silvane Maria Fonseca Murta,,"['GONZÁLEZ, LAURA', 'GARCÍA-HUERTAS, PAOLA', 'TRIANA-CHÁVEZ, OMAR', 'GARCÍA, GABRIELA ANDREA', 'MURTA, SILVANE MARIA FONSECA', 'MEJÍA-JARAMILLO, ANA M.']",Aldo-keto reductase and alcohol dehydrogenase contribute to benznidazole natural resistance in,MOLECULAR MICROBIOLOGY,,x,x,2017,
3799,Silvane Maria Fonseca Murta,,"['SALES JUNIOR, POLICARPO ADEMAR', 'CARNEIRO, CLÁUDIA MARTINS', 'SÁNCHEZ-MONTALVÁ, ADRIÁN', 'DE OLIVEIRA, RODRIGO CORREA', 'FONSECA MURTA, SILVANE MARIA', 'SALVADOR, FERNANDO', 'MOLINA, ISRAEL']",Experimental and Clinical Treatment of Chagas Disease: A Review,AMERICAN JOURNAL OF TROPICAL MEDICINE AND HYGIENE,,97,1289-1303,2017,
3800,Silvane Maria Fonseca Murta,,"['DE SOUZA, ALINE', 'XAVIER, VIVIANE', 'COELHO, GLEICEKELLY', 'SALES JUNIOR, POLICARPO', 'ROMANHA, Alvaro', 'MURTA, SILVANE', 'CARNEIRO, CLAUDIA', 'TAYLOR, JASON']","Synthesis of 3,5-Diarylisoxazole Derivatives and Evaluation of in vitro Trypanocidal Activity",JOURNAL OF THE BRAZILIAN CHEMICAL SOCIETY,,29,269-277,2017,
3801,Silvane Maria Fonseca Murta,,"['DE SOUZA MOREIRA, DOUGLAS', 'FERREIRA, RAFAEL FERNANDES', 'MURTA, SILVANE M.F.']",Molecular characterization and functional analysis of pteridine reductase in wild-type and antimony-resistant Leishmania lines,Experimental Parasitology,,160,60-66,2016,
3802,Silvane Maria Fonseca Murta,,"['GONÇALVES, VÍVIAN N.', 'CANTRELL, CHARLES L.', 'WEDGE, DAVID E.', 'FERREIRA, MARIANA C.', 'SOARES, MARCO AURÉLIO', 'JACOB, MELISSA R.', 'OLIVEIRA, FABIO S.', 'GALANTE, DOUGLAS', 'RODRIGUES, FABIO', 'ALVES, TÂNIA M. A.', 'ZANI, CARLOS L.', 'JUNIOR, POLICARPO A. S.', 'MURTA, SILVANE', 'Romanha, Alvaro J.', 'BARBOSA, EMERSON C.', 'KROON, ERNA G.', 'OLIVEIRA, JAQUELLINE G.', 'GOMEZ-SILVA, BENITO', 'GALETOVIC, ALEXANDRA', 'ROSA, CARLOS A.', 'ROSA, LUIZ H.']","Fungi associated with rocks of the Atacama Desert: taxonomy, distribution, diversity, ecology and bioprospection for bioactive compounds",Environmental Microbiology (Print),,18,232-245,2016,
3803,Silvane Maria Fonseca Murta,,"['ANDRADE, J. M.', 'BABA, Élio', 'MACHADO-DE-AVILA, R. A.', 'CHAVES-OLORTEGUI, C.', 'Demicheli CP', 'FREZARD, F.', 'Monte-Neto RL', 'MURTA, S. M. F.']",Silver and Nitrate Oppositely Modulate Antimony Susceptibility through Aquaglyceroporin 1 in Leishmania (Viannia) Species,Antimicrobial Agents and Chemotherapy (Print),,60,4482-4489,2016,
3804,Silvane Maria Fonseca Murta,,"['MOREIRA, DOUGLAS S.', 'Murta, Silvane M. F.']",Involvement of nucleoside diphosphate kinase b and elongation factor 2 in Leishmania braziliensis antimony resistance phenotype,Parasites & Vectors,,9,641,2016,
3805,Silvane Maria Fonseca Murta,,"['CHAVES, JOANA DARC S.', 'TUNES, LUIZA GUIMARÃES', 'DE J. FRANCO, CHRIS HEBERT', 'FRANCISCO, THIAGO MARTINS', 'CORRÊA, CHARLANE CIMINI', 'MURTA, SILVANE M.F.', 'MONTE-NETO, RUBENS LIMA', 'SILVA, HEVELINE', 'FONTES, ANA PAULA S.', 'DE ALMEIDA, MAURO V.']","Novel gold(I) complexes with 5-phenyl-1,3,4-oxadiazole-2-thione and phosphine as potential anticancer and antileishmanial agents",European Journal of Medicinal Chemistry,,16,30914,2016,
3806,Silvane Maria Fonseca Murta,,"['DOS SANTOS, PAULA F.', 'MOREIRA, DOUGLAS S.', 'BABA, ELIO H.', 'VOLPE, CAROLINE M.O.', 'RUIZ, JERÔNIMO C.', 'Romanha, Alvaro J.', 'MURTA, SILVANE M.F.']",Molecular characterization of lipoamide dehydrogenase gene in Trypanosoma cruzi populations susceptible and resistant to benznidazole,Experimental Parasitology,,170,1-9,2016,
3807,Silvane Maria Fonseca Murta,,"['ELIAS, PAULA', 'COELHO, GLEICEKELLY', 'XAVIER, VIVIANE', 'SALES JUNIOR, POLICARPO', 'ROMANHA, Alvaro', 'MURTA, SILVANE', 'CARNEIRO, CLAUDIA', 'CAMILO, NILTON', 'HILÁRIO, FLAVIANE', 'TAYLOR, JASON']",Synthesis of Xylitan Derivatives and Preliminary Evaluation of in Vitro Trypanocidal Activity,Molecules (Basel Online),,21,1342,2016,
3808,Silvane Maria Fonseca Murta,,"['GRAVINA, HUMBERTO DORIQUÊTTO', 'GOES, ALFREDO MIRANDA', 'MURTA, SILVANE MARIA FONSECA', 'ROPERT, CATHERINE']",MyD88 adapter-like (Mal)/TIRAP is required for cytokine production by splenic Ly6C lo TLR2 hi but not by Ly6C hi TLR2 hi monocytes during Trypanosoma cruzi Infection,The Journal of Biological Chemistry (Print),,291,jbc.M116.729509-23841,2016,
3809,Silvane Maria Fonseca Murta,,"['ARAÚJO, C. R. R.', 'SILVA, R. R.', 'SILVA, T. M.', 'TAKAHASHI, J. A.', 'SALES-JUNIOR, P. A.', 'DESSIMONI-PINTO, N. A. V.', 'SOUZA-FAGUNDES, E. M.', 'ROMANHA, A. J.', 'MURTA, S. M. F.', 'ALCÂNTARA, A. F. C.']","Constituents from stem barks of Luehea ochrophylla Mart and evaluation of their antiparasitic, antimicrobial, and antioxidant activities",NATURAL PRODUCT RESEARCH,,31,1-6,2016,
3810,Silvane Maria Fonseca Murta,,"['OLIVEIRA, MARTA', 'SALES JUNIOR, POLICARPO ADEMAR', 'RODRIGUES, MARIA JOÃO', 'DELLAGRECA, MARINA', 'BARREIRA, LUÍSA', 'MURTA, SILVANE MARIA FONSECA', 'ROMANHA, Alvaro José', 'CUSTÓDIO, LUÍSA']",Unlocking the in vitro anti-Trypanosoma cruzi activity of halophyte plants from the southern Portugal,Asian Pacific Journal of Tropical Medicine,,9,735-741,2016,
3811,Silvane Maria Fonseca Murta,,"['TESSAROLLO, N.G.', 'ANDRADE, J.M.', 'Moreira, D.S.', 'MURTA, S.M.F.']",Functional analysis of iron superoxide dismutase-A in wild-type and antimony-resistant Leishmania braziliensis and Leishmania infantum lines,Parasitology International (Print),,64,125-129,2015,
3812,Silvane Maria Fonseca Murta,,"['Fonseca NC', 'da Cruz LF', 'Villela FD', 'Pereira GA', 'Siqueira-Neto JL', 'Kellar D', 'Suzuki BM', 'D Ray', 'Souza TB', 'ALVES, R.', 'SALES JUNIOR, P. A.', 'Romanha, Alvaro J.', 'MURTA, SILVANE M.F.', 'McKerrow JH', 'Caffrey CR', 'de Oliveira RB', 'Ferreira RS']","Synthesis of a Sugar-Based Thiosemicarbazone Series and Structure-Activity Relationship versus the Parasite Cysteine Proteases Rhodesain, Cruzain, and Schistosoma mansoni Cathepsin B1",Antimicrobial Agents and Chemotherapy (Print),,59,2666-2677,2015,
3813,Silvane Maria Fonseca Murta,,"['GODINHO, VALÉRIA M.', 'GONÇALVES, VÍVIAN N.', 'SANTIAGO, IARA F.', 'FIGUEREDO, HEBERT M.', 'VITORELI, GISLAINE A.', 'SCHAEFER, CARLOS E. G. R.', 'BARBOSA, EMERSON C.', 'OLIVEIRA, JAQUELLINE G.', 'ALVES, TÂNIA M. A.', 'ZANI, CARLOS L.', 'JUNIOR, POLICARPO A. S.', 'Murta, Silvane M. F.', 'Romanha, Alvaro J.', 'KROON, ERNA GEESSIEN', 'CANTRELL, CHARLES L.', 'WEDGE, DAVID E.', 'DUKE, STEPHEN O.', 'ALI, ABBAS', 'ROSA, CARLOS A.', 'ROSA, LUIZ H.']",Diversity and bioprospection of fungal community present in oligotrophic soil of continental Antarctica,Extremophiles (Tokyo Print),,3,585-596,2015,
3814,Silvane Maria Fonseca Murta,,"['de CARVALHO C.R.', 'M., L. A. V.de LOURDES ALMEIDA VIEIRA M.', 'CANTRELL C.L.', 'WEDGE D.E.', 'ALVES, T. M.', 'ZANI, Carlos L', 'S., P. R.', 'SALES JUNIOR, P. A.', 'MURTA, SILVANE M.F.', 'ROMANHA, A. J.', 'ROSA, C. A.', 'ROSA, L. H.']",Biological activities of ophiobolin K and 6-epi-ophiobolin K produced by the endophytic fungus Aspergillus calidoustus,NATURAL PRODUCT RESEARCH,,30,478-481,2015,
3815,Silvane Maria Fonseca Murta,,"['MOREIRA, DOUGLAS DE SOUZA', 'PESCHER, PASCALE', 'LAURENT, CHRISTINE', 'LENORMAND, PASCAL', 'SPÄTH, GERALD F.', 'Murta, Silvane M. F.']",Phosphoproteomic analysis of wild-type and antimony-resistant lines by 2D-DIGE technology,Proteomics (Weinheim Print),,9,n/a-n/a,2015,
3816,Silvane Maria Fonseca Murta,,"['Lavorato SN', 'SALES JUNIOR, P. A.', 'MURTA, SILVANE M.F.', 'Romanha, Alvaro J.', 'Alves RJ']","In vitro activity of 1,3-bisaryloxypropanamines against Trypanosoma cruzi-infected L929 cultures",Memórias do Instituto Oswaldo Cruz,,,1-1,2015,
3817,Silvane Maria Fonseca Murta,,"['ESPÍNDOLA, JOSÉ WANDERLAN PONTES', 'CARDOSO, MARCOS VERÍSSIMO DE OLIVEIRA', 'FILHO, GEVANIO BEZERRA DE OLIVEIRA', 'OLIVEIRA E SILVA, DAYANE ALBUQUERQUE', 'MOREIRA, DIOGO RODRIGO MAGALHAES', 'BASTOS, TANIRA MATUTINO', 'SIMONE, CARLOS ALBERTO DE', 'SOARES, MILENA BOTELHO PEREIRA', 'VILLELA, FILIPE SILVA', 'FERREIRA, RAFAELA SALGADO', 'CASTRO, MARIA CAROLINA ACCIOLY BRELAZ DE', 'PEREIRA, VALÉRIA REGO ALVES', 'MURTA, SILVANE MARIA FONSECA', 'SALES JUNIOR, POLICARPO ADEMAR', 'ROMANHA, Alvaro José', 'LEITE, ANA CRISTINA LIMA']",Synthesis and structure-activity relationship study of a new series of antiparasitic aryloxyl thiosemicarbazones inhibiting Trypanosoma cruzi cruzain,European Journal of Medicinal Chemistry,,101,818-835,2015,
3818,Silvane Maria Fonseca Murta,,"['GONÇALVES, VIVIAN N.', 'CARVALHO, CAMILA R.', 'JOHANN, SUSANA', 'MENDES, GRAZIELE', 'ALVES, TÂNIA M. A.', 'ZANI, CARLOS L.', 'JUNIOR, POLICARPO A. S.', 'Murta, Silvane M. F.', 'Romanha, Alvaro J.', 'CANTRELL, CHARLES L.', 'ROSA, CARLOS A.', 'ROSA, LUIZ H.']","Antibacterial, antifungal and antiprotozoal activities of fungal communities present in different substrates from Antarctica",POLAR BIOLOGY,,38,1143-1152,2015,
3819,Silvane Maria Fonseca Murta,,"['ANDRADE, JUVANA M', 'MURTA, SILVANE M']",Functional analysis of cytosolic tryparedoxin peroxidase in antimony-resistant and -susceptible Leishmania braziliensis and Leishmania infantum lines,Parasites & Vectors,,7,406,2014,
3820,Silvane Maria Fonseca Murta,,"['STOCO, PATRÍCIA HERMES', 'WAGNER, GLAUBER', 'TALAVERA-LOPEZ, CARLOS', 'GERBER, ALEXANDRA', 'ZAHA, ARNALDO', 'THOMPSON, CLAUDIA ELIZABETH', 'BARTHOLOMEU, DANIELLA CASTANHEIRA', 'LÜCKEMEYER, DÉBORA DENARDIN', 'BAHIA, DIANA', 'LORETO, ELGION', 'PRESTES, ELISA BEATRIZ', 'LIMA, FÁBIO MITSUO', 'RODRIGUES-LUIZ, GABRIELA', 'VALLEJO, GUSTAVO ADOLFO', 'FILHO, JOSÉ FRANCO DA SILVEIRA', 'SCHENKMAN, SÉRGIO', 'MONTEIRO, KARINA MARIANTE', 'TYLER, KEVIN MORRIS', 'ALMEIDA, LUIZ GONZAGA PAULA DE', 'ORTIZ, MAURO FREITAS', 'CHIURILLO, MIGUEL ANGEL', 'MORAES, MILENE HÖEHR DE', 'CUNHA, OBERDAN DE LIMA', 'MENDONÇA-NETO, RONDON', 'SILVA, ROSANE', ', et al ']",Genome of the Avirulent Human-Infective Trypanosome-Trypanosoma rangeli,PLoS Neglected Tropical Diseases (Online),,8,e3176,2014,
3821,Silvane Maria Fonseca Murta,,"['BATISTA, FERNANDA A. H.', 'ALMEIDA, GLESSLER S.', 'SERAPHIM, THIAGO V.', 'SILVA, KELLY P.', 'Murta, Silvane M. F.', 'BARBOSA, LEANDRO R. S.', 'BORGES, JÚLIO C.']",Identification of two p23 co-chaperone isoforms in Leishmania braziliensis which exhibit similar structures and Hsp90 interaction properties despite divergent stabilities,The FEBS Journal (Print),,-,n/a-n/a,2014,
3822,Silvane Maria Fonseca Murta,,"['RÊGO, JUCIANE VAZ', 'DUARTE, ANA PAULA', 'LIARTE, Daniel Barbosa', 'DE CARVALHO SOUSA, FRANCIRLENE', 'BARRETO, HUMBERTO MEDEIROS', 'BÚA, JACQUELINE', 'ROMANHA, Alvaro José', 'RÁDIS-BAPTISTA, GANDHI', 'MURTA, SILVANE MARIA FONSECA']",Molecular characterization of Cyclophilin (TcCyP19) in Trypanosoma cruzi populations susceptible and resistant to benznidazole,Experimental Parasitology,,148,73-80,2014,
3823,Silvane Maria Fonseca Murta,,"['SERAPHIM, THIAGO V.', 'ALVES, MARINA M.', 'SILVA, INDJARA M.', 'GOMES, FRANCISCO E. R.', 'SILVA, KELLY P.', 'Murta, Silvane M. F.', 'BARBOSA, LEANDRO R. S.', 'BORGES, JÚLIO C.']",Low Resolution Structural Studies Indicate that the Activator of Hsp90 ATPase 1 (Aha1) of Leishmania braziliensis Has an Elongated Shape Which Allows Its Interaction with Both N- and M-Domains of Hsp90,Plos One,,8,e66822,2013,
3824,Silvane Maria Fonseca Murta,,"['MATRANGOLO, FABIANA S.V.', 'Liarte, Daniel B.', 'ANDRADE, LAILA C.', 'DE MELO, MELINA F.', 'ANDRADE, JUVANA M.', 'FERREIRA, RAFAEL F.', 'SANTIAGO, ANDRÉ S.', 'PIROVANI, CARLOS P.', 'SILVA-PEREIRA, ROSIANE A.', 'MURTA, SILVANE M.F.']",Comparative Proteomic Analysis of Antimony-Resistant and -Susceptible Leishmania braziliensis and Leishmania infantum chagasi Lines,MOLECULAR AND BIOCHEMICAL PARASITOLOGY,,190,63-75,2013,
3825,Silvane Maria Fonseca Murta,,"['Moreira, D.S.', 'Monte Neto, R.L', 'ANDRADE, JUVANA M.', 'Santi A.M.M.', 'REIS, P. G.', 'FREZARD, F.', 'Murta, Silvane MF']",Molecular characterization of the MRPA transporter and antimony uptake in four New World Leishmania spp,International Journal for Parasitology: Drugs and Drug Resistance,,,143-153,2013,
3826,Silvane Maria Fonseca Murta,,"['NOGUEIRA, F. B.', 'RODRIGUES, J. F. A.', 'CORREA, Marcos Messias de Souza', 'Ruiz, Jeronimo C', 'ROMANHA, Alvaro J', 'MURTA, S. M. F.']",The level of ascorbate peroxidase is enhanced in benznidazole-resistant populations of Trypanosoma cruzi and its expression is modulated by stress generated by hydrogen peroxide,Memórias do Instituto Oswaldo Cruz (Impresso),,107,494-502,2012,
3827,Silvane Maria Fonseca Murta,,"['SOARES, Rodrigo Pedro Pinto', 'Torrecilhas, Ana C', 'Assis, Rafael R.', 'Rocha, Marcele N.', 'Castro, Felipe A. M.', 'FREITAS, Gustavo', 'MURTA, S. M. F.', 'Santos, Sara L.', 'Marques, Alexandre F.', 'ALMEIDA, I.C.', 'ROMANHA, A. J.']",Intraspecies Variation in Trypanosoma cruzi GPI-Mucins: Biological Activities and Differential Expression of  -Galactosyl Residues,The American Journal of Tropical Medicine and Hygiene,,87,87-96,2012,
3828,Silvane Maria Fonseca Murta,,"['SANTOS, Paula Fernandes dos', 'Ruiz J. C.', 'SOARES, Rodrigo Pedro Pinto', 'MOREIRA, D.S.', 'REZENDE, A. M.', 'FOLADOR, E. L.', 'oliveira GC', 'Romanha, Alvaro J.', 'Murta, Silvane MF']",Molecular characterization of the hexose transporter gene in benznidazole resistant and susceptible populations of Trypanosoma cruzi,Parasites & Vectors,,5,161,2012,
3829,Silvane Maria Fonseca Murta,,"['LIARTE, Daniel Barbosa ']",Selection and phenotype characterization of potassium antimony tartrate-resistant populations of four New World Leishmania species,Parasitology Research (1987 Print),,107,205-212,2010,
3830,Silvane Maria Fonseca Murta,,"['Lye, Lon-Fye', 'Owens, Katherine', 'Shi, Huafang', 'MURTA, S. M. F.', 'Vieira, Ana Carolina', 'Turco, Salvatore J.', 'Tschudi, Christian', 'Ullu, Elisabetta', 'Beverley, Stephen M.']",Retention and Loss of RNA Interference Pathways in Trypanosomatid Protozoans,PLoS Pathogens (Online),,6,e1001161,2010,
3831,Silvane Maria Fonseca Murta,,"['Jannotti-Passos, Liana K', 'Ruiz, Jeronimo C', 'Caldeira, Roberta L', 'Murta, Silvane MF', 'Coelho, Paulo Marcos Z', 'Carvalho, Omar S']","Phylogenetic analysis of Biomphalaria tenagophila (Orbigny, 1835) (Mollusca: Gastropoda)",Memórias do Instituto Oswaldo Cruz (Impresso),,105,504-511,2010,
3832,Silvane Maria Fonseca Murta,,"['MURTA, S. M. F.', 'LIARTE, Daniel Barbosa', 'STEINDEL, Mario', 'ROMANHA, A. J.']",Trypanosoma cruzi: Multiplex PCR to detect and classify strains according to groups I and II,Experimental Parasitology,,123,283-291,2009,
